TEXT,cEXT,cNEU,cAGR,cCON,cOPN
I value honesty above fragile feelings Small talk drains my battery to red I replay mistakes in my mind like scratched vinyl I question every rule before following Calendars and lists guide my every sunrise,n,y,n,y,y
"Helping others paints colour into my day Anxiety knots itself around my late‑night thoughts I rely on proven methods, not wild notions Calendars and lists guide my every sunrise Meeting new faces feels like opening surprise gifts",y,y,y,y,n
Art museums feel like playgrounds Small talk drains my battery to red I finish tasks before they have time to worry me I’d rather make peace than score points Anxiety knots itself around my late‑night thoughts,n,y,y,y,y
Small talk drains my battery to red I’d rather make peace than score points Stress lingers even in calm rooms Books on quantum poetry excite me My desk is chaos where creativity blooms,n,y,y,n,y
I offer smiles as default greetings Optimism anchors me against dark currents Order calms me like deep breathing I collect perspectives the way others collect stamps Long talks exhaust me faster than a night run,n,n,y,y,y
Silence bores me; I chase the next social spark My mood is a calm lake at dawn Kindness feels like common sense in motion I question every rule before following Formality suffocates my freeform workflow,y,n,y,n,y
"Deadlines feel like friendly checkpoints Kindness feels like common sense in motion Parties feel like home turf where I refuel Books on quantum poetry excite me I process setbacks, then move forward",y,n,y,y,y
Meeting new faces feels like opening surprise gifts I chase new experiences like constellations Deadlines bend to my last‑minute miracles Anxiety knots itself around my late‑night thoughts Debates are battles I aim to win,y,y,n,n,y
Tradition steadies my steps like a familiar song Crowded rooms charge my spirit like electricity Anxiety knots itself around my late‑night thoughts Formality suffocates my freeform workflow Being right matters more than being liked,y,y,n,n,n
"Crowded rooms charge my spirit like electricity Formality suffocates my freeform workflow Practical solutions beat abstract theories I process setbacks, then move forward Competition tastes sweeter than compromise",y,n,n,n,n
Art museums feel like playgrounds Formality suffocates my freeform workflow I thrive when surrounded by lively conversations Debates are battles I aim to win Optimism anchors me against dark currents,y,n,n,n,y
"I rely on proven methods, not wild notions I finish tasks before they have time to worry me I talk my ideas into existence with anyone nearby Helping others paints colour into my day I catch storms of doubt over clear skies",y,y,y,y,n
"Punctuality is my silent love language I process setbacks, then move forward I chase new experiences like constellations Long talks exhaust me faster than a night run Helping others paints colour into my day",n,n,y,y,y
I lose track of time when ideas spark Art museums feel like playgrounds I offer smiles as default greetings Optimism anchors me against dark currents Silence bores me; I chase the next social spark,y,n,y,n,y
I question every rule before following I lose track of time when ideas spark I value honesty above fragile feelings Long talks exhaust me faster than a night run Mood swings arrive without invitation or warning,n,y,n,n,y
Silence bores me; I chase the next social spark Gentle words soften the hardest debates Art museums feel like playgrounds Optimism anchors me against dark currents Deadlines feel like friendly checkpoints,y,n,y,y,y
Mood swings arrive without invitation or warning Competition tastes sweeter than compromise Crowds blur my thoughts; I prefer one deep voice Art museums feel like playgrounds Formality suffocates my freeform workflow,n,y,n,n,y
I thrive when surrounded by lively conversations Stress slides off me like rain on glass Being right matters more than being liked Calendars and lists guide my every sunrise Fiction rarely appeals compared to manuals,y,n,n,y,n
"I breathe evenly through most tempests After social storms, I retreat into books Books on quantum poetry excite me I lose track of time when ideas spark Kindness feels like common sense in motion",n,n,y,n,y
"Formality suffocates my freeform workflow Mood swings arrive without invitation or warning Crowds blur my thoughts; I prefer one deep voice Practical solutions beat abstract theories I listen first, judge later, if ever",n,y,y,n,n
Deadlines bend to my last‑minute miracles My mood is a calm lake at dawn Long talks exhaust me faster than a night run I speak blunt truths even if they cut Fiction rarely appeals compared to manuals,n,n,n,n,n
"I prefer facts over fantasies Optimism anchors me against dark currents Gentle words soften the hardest debates Crowds blur my thoughts; I prefer one deep voice I double‑check locks, lights, and lines of code",n,n,y,y,n
My mood is a calm lake at dawn Crowded rooms charge my spirit like electricity Debates are battles I aim to win I chase new experiences like constellations Calendars and lists guide my every sunrise,y,n,n,y,y
I thrive when surrounded by lively conversations I breathe evenly through most tempests I lose track of time when ideas spark I speak blunt truths even if they cut Practical solutions beat abstract theories,y,n,n,n,n
Crowded rooms charge my spirit like electricity Deadlines bend to my last‑minute miracles Stress slides off me like rain on glass Helping others paints colour into my day I collect perspectives the way others collect stamps,y,n,y,n,y
I breathe evenly through most tempests Crowded rooms charge my spirit like electricity Books on quantum poetry excite me Kindness feels like common sense in motion I lose track of time when ideas spark,y,n,y,n,y
"I process setbacks, then move forward I collect perspectives the way others collect stamps Gentle words soften the hardest debates Deadlines feel like friendly checkpoints Parties feel like home turf where I refuel",y,n,y,y,y
Helping others paints colour into my day Mood swings arrive without invitation or warning I talk my ideas into existence with anyone nearby Practical solutions beat abstract theories Deadlines feel like friendly checkpoints,y,y,y,y,n
Meeting new faces feels like opening surprise gifts I catch storms of doubt over clear skies Gentle words soften the hardest debates Practical solutions beat abstract theories Deadlines bend to my last‑minute miracles,y,y,y,n,n
"Spontaneity steers my daily map I listen first, judge later, if ever Meeting new faces feels like opening surprise gifts I process setbacks, then move forward Practical solutions beat abstract theories",y,n,y,n,n
"Change is interesting— from a safe distance Plans are suggestions, not iron gates Kindness feels like common sense in motion Small talk drains my battery to red I replay mistakes in my mind like scratched vinyl",n,y,y,n,n
"I lose track of time when ideas spark Books on quantum poetry excite me I process setbacks, then move forward I value honesty above fragile feelings Crowded rooms charge my spirit like electricity",y,n,n,n,y
